standard,standard_text,area,rank,model,first_run_accuracy,ensemble_accuracy,n_questions
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,2,OSS 20b,1.0,1.0,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,2,Llama 3.1 8b,1.0,1.0,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,3,Mistral Small 3.1,1.0,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,3,Llama 3.1 8b,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,3,OSS 120b,0.947,1.0,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,3,Mistral Small 3.1,1.0,1.0,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,4,Nemotron 3 Nano 30ba3,1.0,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,4,Llama 3.3 70b,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,4,Nemotron 3 Nano 30ba3,1.0,0.947,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,4,Nemotron 3 Nano 30ba3,1.0,1.0,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,5,OSS 120b,1.0,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,5,Mistral Small 3.1,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,5,Gemma 4 31b,0.947,0.947,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,5,OSS 120b,1.0,1.0,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,6,OSS 20b,1.0,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,6,Nemotron 3 Nano 30ba3,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,6,Granite 3.3 Instruct,0.947,0.947,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,6,OSS 20b,1.0,1.0,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,7,Llama 3.1 8b,0.964,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,7,OSS 120b,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,7,Llama 3.1 8b,0.947,0.947,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,7,Granite 3.3 Instruct,0.957,0.957,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,8,Llama 3.3 70b,0.964,1.0,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,8,OSS 20b,1.0,1.0,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,8,Mistral Small 3.1,0.947,0.947,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,8,Llama 3.3 70b,0.957,0.957,23
MS-ETS1-1,"Define the criteria and constraints of a design problem with sufficient precision to ensure a successful solution, taking into account relevant scientific principles and potential impacts on people and the natural environment that may limit possible solutions.",MS-ETS1,9,Granite 3.3 Instruct,0.929,0.964,28
MS-ETS1-2,Evaluate competing design solutions using a systematic process to determine how well they meet the criteria and constraints of the problem.,MS-ETS1,9,Granite 3.3 Instruct,0.889,0.944,18
MS-ETS1-3,Analyze data from tests to determine similarities and differences among several design solutions to identify the best characteristics of each that can be combined into a new solution to better meet the criteria for success.,MS-ETS1,9,Gemma 3 27b,0.895,0.842,19
MS-ETS1-4,"Develop a model to generate data for iterative testing and modification of a proposed object, tool, or process such that an optimal design can be achieved.",MS-ETS1,9,Gemma 3 27b,0.739,0.783,23
