question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade
MS-ESS2-079,MS-ESS2,MS-ESS2-3,conceptual,How does the shape of the continents help support the idea that they used to be connected?,"The coastlines of continents like South America and Africa fit together almost like puzzle pieces, suggesting they were once a single landmass that broke apart and slowly moved to their current positions over millions of years.",claude-4.6-sonnet-thinking,7.7
MS-ESS2-080,MS-ESS2,MS-ESS2-2,applied,"Imagine you find a smooth, rounded rock at the bottom of a fast-moving stream. What geoscience process most likely caused it to become smooth and round?","The rock became smooth and round through erosion and abrasion — the fast-moving water tumbled the rock against other rocks and the streambed, wearing down its rough edges over time.",claude-4.6-sonnet-thinking,5.82
MS-ESS2-081,MS-ESS2,MS-ESS2-3,applied,Suppose ocean floor rocks close to a mid-ocean ridge are much younger than rocks farther away from the ridge. How would you use this pattern to explain how two continents on either side of that ocean ended up so far apart?,"New ocean floor is constantly created at the mid-ocean ridge as magma rises and hardens, pushing the older rock—and the continents attached to it—farther apart over time. The age pattern proves the seafloor has been spreading and separating the continents for millions of years.",claude-4.6-sonnet-thinking,8.52
MS-ESS2-082,MS-ESS2,MS-ESS2-6,applied,"A city is located on the west coast of a continent at a mid-latitude. Based on global wind patterns, would you expect that city to get more rain or less rain than a city on the east coast at the same latitude? Why?","The west coast city would generally receive more rainfall because prevailing westerly winds push moist ocean air onto west-facing coasts at mid-latitudes, bringing more precipitation. The east coast at the same latitude sits on the downwind side and tends to be drier from those same winds.",claude-4.6-sonnet-thinking,8.71
MS-ESS3-066,MS-ESS3,MS-ESS3-1,recall,What is a mineral resource?,"A mineral resource is a naturally occurring solid material found in Earth's crust that humans extract and use, such as iron, copper, or gold.",claude-4.6-sonnet-thinking,5.24
MS-ESS3-067,MS-ESS3,MS-ESS3-1,recall,Why is coal found only in certain regions of Earth and not everywhere?,"Coal forms only where ancient swampy forests were buried and compressed over millions of years, so it is found only in regions that had those specific environmental and geological conditions in the past.",claude-4.6-sonnet-thinking,5.82
MS-ESS3-068,MS-ESS3,MS-ESS3-2,conceptual,How does building a levee help protect a community from flood damage?,"A levee is a raised barrier built along a riverbank that holds back rising floodwaters, preventing them from spreading into nearby towns and farmland. By containing the water within the river channel, levees reduce the area affected by flooding.",claude-4.6-sonnet-thinking,7.77
MS-ESS3-069,MS-ESS3,MS-ESS3-3,conceptual,How does planting trees along riverbanks help reduce the impact of farming on nearby streams?,"Tree roots hold soil in place, which prevents erosion and keeps fertilizers and pesticides from washing into the stream with rainwater. This acts as a natural filter that reduces the amount of harmful runoff entering the water.",claude-4.6-sonnet-thinking,7.57
MS-ESS3-070,MS-ESS3,MS-ESS3-5,conceptual,Why do greenhouse gases like carbon dioxide cause Earth's temperature to rise?,"Greenhouse gases trap heat by absorbing infrared radiation that Earth's surface releases and sending some of it back toward the ground. This slows the escape of heat into space, causing the atmosphere and surface to warm up over time.",claude-4.6-sonnet-thinking,7.77
MS-ESS3-071,MS-ESS3,MS-ESS3-1,applied,A town is built on top of an ancient seabed where sea creatures were buried millions of years ago. Why might this be a good place for an oil company to look for petroleum?,"Ancient seabeds are good places to find oil because when marine organisms died and were buried under layers of sediment over millions of years, heat and pressure converted their remains into petroleum. The geological history of that location makes it likely that oil deposits formed there.",claude-4.6-sonnet-thinking,6.66
MS-ESS3-072,MS-ESS3,MS-ESS3-1,applied,A factory needs large amounts of limestone to make cement. Would it make more sense to build the factory near an area with ancient shallow seas or near an area with ancient volcanoes? Why?,"It makes more sense to build near an area with ancient shallow seas because limestone forms from the shells and skeletons of marine organisms that accumulated on the seafloor over millions of years. Volcanic areas produce igneous rocks like basalt, not limestone.",claude-4.6-sonnet-thinking,8.39
MS-ESS3-073,MS-ESS3,MS-ESS3-3,applied,"A city wants to reduce the amount of carbon dioxide released from cars. If the city builds more bike lanes and expands its bus system, how would that help minimize the human impact on air quality?","More bike lanes and buses encourage people to drive their cars less, which means fewer cars burning gasoline and releasing carbon dioxide and other pollutants into the air. Over time, this reduces the city's contribution to air pollution and greenhouse gas emissions.",claude-4.6-sonnet-thinking,8.47
MS-ESS3-074,MS-ESS3,MS-ESS3-3,applied,A school is located near a forest that is being cut down for a new parking lot. Students want to monitor whether the deforestation is harming local wildlife. What is one method they could use to track changes in animal populations in that area over time?,Students could set up wildlife cameras or conduct regular bird and animal counts in the area before and after the trees are removed. Comparing the number and types of animals spotted over time would show whether the habitat loss is causing wildlife populations to decrease.,claude-4.6-sonnet-thinking,8.86
MS-ESS3-075,MS-ESS3,MS-ESS3-4,applied,A country's population grows and more families can afford to buy cars. How would this likely affect air quality in that country?,"Air quality would likely get worse, because more cars burning gasoline release more carbon dioxide and other pollutants into the atmosphere. Higher per-capita consumption of fossil fuels combined with a larger population means more total emissions.",claude-4.6-sonnet-thinking,6.94
MS-ETS1-071,MS-ETS1,MS-ETS1-2,recall,What does it mean for a design solution to meet the 'criteria' of a problem?,"Criteria are the specific goals or requirements that a successful design must achieve, such as how strong, fast, or efficient it needs to be.",claude-4.6-sonnet-thinking,7.57
MS-ETS1-072,MS-ETS1,MS-ETS1-3,conceptual,Why might a design that works well in one test condition fail to work well in a different test condition?,"A design may be optimized for specific circumstances, so changing the conditions—like temperature, load, or material—can expose weaknesses that didn't show up before. This is why engineers analyze test data across multiple conditions to find features that are consistently effective.",claude-4.6-sonnet-thinking,8.14
MS-ETS1-073,MS-ETS1,MS-ETS1-4,conceptual,Why is it important to change only one thing at a time when testing and modifying a design?,"If you change only one thing at a time, you can clearly see which change caused a difference in the results. Changing multiple things at once makes it impossible to know which change actually improved or hurt the design.",claude-4.6-sonnet-thinking,8.47
MS-PS1-069,MS-PS1,MS-PS1-3,recall,What natural resource are most plastics made from?,"Most plastics are made from petroleum (crude oil), which is a fossil fuel found underground.",claude-4.6-sonnet-thinking,5.23
MS-PS1-070,MS-PS1,MS-PS1-3,recall,"What is nylon, and what natural resources is it made from?","Nylon is a synthetic fabric used in clothing and other products. It is made from petroleum-based chemicals, specifically processed hydrocarbons derived from crude oil.",claude-4.6-sonnet-thinking,5.86
MS-PS1-071,MS-PS1,MS-PS1-1,conceptual,How does the arrangement of atoms in a molecule affect what that molecule is?,"The type, number, and order in which atoms are connected determines the identity and properties of a molecule. Two substances can have the same atoms but different arrangements and behave completely differently.",claude-4.6-sonnet-thinking,8.41
MS-PS1-072,MS-PS1,MS-PS1-1,conceptual,Why does a model of a molecule show bonds as sticks or lines between the atoms?,The sticks or lines represent the chemical bonds that hold atoms together by sharing electrons. They show which atoms are directly connected to each other and give a sense of the molecule's shape.,claude-4.6-sonnet-thinking,6.14
MS-PS2-084,MS-PS2,MS-PS2-3,recall,What happens when two like magnetic poles are brought close together?,"When two like magnetic poles (north-north or south-south) are brought close together, they repel each other.",claude-4.6-sonnet-thinking,5.86
MS-PS2-085,MS-PS2,MS-PS2-5,recall,What does it mean when two objects interact through a non-contact force?,"It means the objects can push or pull each other without physically touching, because a field — such as a magnetic or gravitational field — exists between them.",claude-4.6-sonnet-thinking,5.81
MS-PS3-084,MS-PS3,MS-PS3-1,conceptual,How can a small object have the same kinetic energy as a much larger object?,"The smaller object would need to travel at a much higher speed to make up for its lower mass. Because kinetic energy depends on both mass and speed squared, a large increase in speed can compensate for having less mass.",claude-4.6-sonnet-thinking,7.57
MS-PS3-085,MS-PS3,MS-PS3-1,applied,"If a skateboarder doubles their speed going down a ramp, how does their kinetic energy change?","Their kinetic energy quadruples. Kinetic energy depends on speed squared, so doubling the speed multiplies the kinetic energy by 2 squared, which equals 4 times the original amount.",claude-4.6-sonnet-thinking,8.35
MS-PS4-068,MS-PS4,MS-PS4-2,recall,What type of material allows most visible light waves to pass through it?,"Transparent materials, such as clear glass or clear plastic, allow most visible light waves to pass through them.",claude-4.6-sonnet-thinking,6.73
MS-PS4-069,MS-PS4,MS-PS4-2,recall,What property of a wave stays the same when the wave is reflected off a smooth surface?,The frequency of the wave stays the same when it is reflected off a smooth surface.,claude-4.6-sonnet-thinking,6.31
MS-PS4-070,MS-PS4,MS-PS4-3,recall,What is meant by 'encoding' information in a signal?,Encoding information means converting data into a specific format or pattern—such as a series of 0s and 1s—so it can be stored or sent through a communication system.,claude-4.6-sonnet-thinking,7.59
MS-PS4-071,MS-PS4,MS-PS4-3,recall,What does the term 'bit' mean in digital technology?,"A bit is the smallest unit of digital information, representing a single value of either 0 or 1.",claude-4.6-sonnet-thinking,6.28
MS-PS4-072,MS-PS4,MS-PS4-1,conceptual,How is amplitude different from the frequency of a wave?,"Amplitude describes how much the medium is displaced—essentially the 'height' of the wave—and is related to energy. Frequency describes how many wave cycles pass a point per second and is related to the pitch of sound or color of light, not directly to energy in the same way.",claude-4.6-sonnet-thinking,7.19
MS-PS4-073,MS-PS4,MS-PS4-1,conceptual,Why does a gentle tap on a drum produce a quieter sound than a hard strike?,"A gentle tap moves the drumhead a small distance, creating a low-amplitude sound wave with little energy. A hard strike moves the drumhead much farther, creating a high-amplitude wave that carries more energy and produces a louder sound.",claude-4.6-sonnet-thinking,5.4
MS-PS4-074,MS-PS4,MS-PS4-1,conceptual,Why doesn't changing the amplitude of a wave change its wavelength or speed?,"Amplitude, wavelength, and wave speed are independent properties of a wave. Amplitude describes how much the medium is displaced, while wavelength is the distance between repeating wave patterns and speed depends on the medium; changing one does not force the others to change.",claude-4.6-sonnet-thinking,5.82
MS-PS4-075,MS-PS4,MS-PS4-2,conceptual,Why does foam padding in a recording studio help reduce echoes?,"The soft, porous material of foam absorbs sound waves instead of reflecting them back into the room. Because the sound energy is taken in by the foam rather than bounced back, echoes and reverberations are reduced.",claude-4.6-sonnet-thinking,8.01
MS-PS4-076,MS-PS4,MS-PS4-2,conceptual,Why do noise-canceling headphones work better at blocking steady low hums than sudden sharp sounds?,"The padding and materials in headphones are better at absorbing and blocking consistent, lower-frequency sound waves. Sudden sharp high-energy sounds carry more varied wave patterns that are harder for the material to fully absorb before they reach your ears.",claude-4.6-sonnet-thinking,8.35
MS-PS4-077,MS-PS4,MS-PS4-2,applied,"When you look at yourself in a mirror, what is happening to the light waves that hit the mirror's surface?","The smooth, shiny surface of the mirror reflects the light waves back toward your eyes. Because the reflection is very regular, you see a clear image of yourself.",claude-4.6-sonnet-thinking,7.55
MS-PS4-078,MS-PS4,MS-PS4-3,applied,"You are listening to your favorite song on a vinyl record (analog) and there are scratches on it, making the music sound crackly. If you played the same song from a digital music file instead, would the scratches affect the sound? Why or why not?","No, the scratches would not affect the digital file because digital signals store music as a series of 0s and 1s, and small damage or interference does not change those values the way it distorts an analog wave. The digital player can still read the exact data and reproduce the song accurately.",claude-4.6-sonnet-thinking,6.78
MS-LS1-081,MS-LS1,MS-LS1-2,recall,What is the difference between a prokaryotic cell and a eukaryotic cell?,"A prokaryotic cell has no true nucleus (its DNA floats freely in the cell), while a eukaryotic cell has a membrane-bound nucleus that holds its DNA.",claude-4.6-sonnet-thinking,8.76
MS-LS1-082,MS-LS1,MS-LS1-2,recall,What does the endoplasmic reticulum do in a cell?,"The endoplasmic reticulum (ER) is a network of membranes that helps transport proteins and other materials within the cell. The rough ER has ribosomes on it and helps make proteins, while the smooth ER helps make lipids.",claude-4.6-sonnet-thinking,6.28
MS-LS1-083,MS-LS1,MS-LS1-3,recall,What type of tissue covers the outside of the body and lines many internal organs?,Epithelial tissue covers the outside of the body and lines many internal organs and cavities.,claude-4.6-sonnet-thinking,8.35
MS-LS1-084,MS-LS1,MS-LS1-3,recall,What does it mean for body systems to be 'interdependent'?,"Interdependent means that body systems rely on each other to function properly; for example, the respiratory system provides oxygen that the circulatory system then delivers to cells throughout the body.",claude-4.6-sonnet-thinking,7.19
MS-LS2-079,MS-LS2,MS-LS2-3,recall,What is the role of producers in an ecosystem?,"Producers, such as plants and algae, make their own food using sunlight, water, and carbon dioxide through photosynthesis, providing energy and matter for other organisms in the ecosystem.",claude-4.6-sonnet-thinking,6.28
MS-LS3-069,MS-LS3,MS-LS3-1,conceptual,Why do some mutations have no effect on an organism at all?,"Some mutations occur in parts of the DNA that don't code for important proteins, or the change still produces an amino acid that keeps the protein working the same way. Because the protein's shape and function stay the same, the organism is unaffected.",claude-4.6-sonnet-thinking,6.79
MS-LS3-070,MS-LS3,MS-LS3-1,conceptual,Why are proteins so important that a change in them can affect the whole organism?,"Proteins carry out almost every function in living things, including building structures, speeding up chemical reactions, and sending signals between cells. If a mutation alters a protein's shape, it may not work properly, which can disrupt those critical functions throughout the body.",claude-4.6-sonnet-thinking,7.57
MS-LS3-071,MS-LS3,MS-LS3-1,conceptual,Why does a mutation on a chromosome get passed down to new cells when a cell divides?,"When a cell copies its DNA before dividing, it copies the mutated sequence just like any other part of the DNA. This means every new cell produced from that division also contains the mutation.",claude-4.6-sonnet-thinking,6.31
MS-LS3-072,MS-LS3,MS-LS3-2,conceptual,How does the process of forming sex cells (sperm and egg) help create genetic variation?,"During the formation of sex cells, chromosomes are shuffled and segments can be exchanged between chromosome pairs, producing sex cells with unique combinations of genes. When two sex cells join at fertilization, the resulting offspring has a new, one-of-a-kind genetic combination.",claude-4.6-sonnet-thinking,8.35
MS-LS3-073,MS-LS3,MS-LS3-2,conceptual,How does inheriting one copy of each gene from each parent affect the traits an offspring shows?,"An offspring receives one version (allele) of each gene from its mother and one from its father, giving it a pair of alleles for every trait. Depending on which alleles are dominant or recessive, the combination determines which traits the offspring actually expresses.",claude-4.6-sonnet-thinking,7.7
MS-LS3-074,MS-LS3,MS-LS3-1,applied,A farmer notices that one plant in his field has leaves that can't make the green pigment chlorophyll because of a mutation in the gene that codes for it. How would this mutation most likely affect the plant's survival?,"Without chlorophyll, the plant cannot absorb sunlight to make food through photosynthesis, so this mutation would be harmful and the plant would likely not survive or grow well without getting energy from sunlight.",claude-4.6-sonnet-thinking,8.35
MS-LS4-055,MS-LS4,MS-LS4-3,recall,"What is a tail-like structure, and which animal embryos have one?","A tail-like structure is a small projection at the end of an embryo's body. Embryos of fish, chickens, pigs, and humans all develop a tail-like structure in their early stages.",claude-4.6-sonnet-thinking,6.94
MS-LS4-056,MS-LS4,MS-LS4-6,recall,What does the word 'frequency' mean when scientists talk about traits in a population?,"Trait frequency refers to how common a particular trait is in a population, often expressed as a percentage or fraction of individuals that have that trait.",claude-4.6-sonnet-thinking,8.41
MS-LS4-057,MS-LS4,MS-LS4-6,recall,What is meant by a 'favorable' trait in the context of natural selection?,"A favorable trait is one that increases an organism's chance of surviving and reproducing in its environment, making it more likely to be passed on to the next generation.",claude-4.6-sonnet-thinking,8.54
MS-LS4-058,MS-LS4,MS-LS4-1,conceptual,Why don't we find fossils of every organism that has ever lived on Earth?,"Fossilization is a rare process that requires specific conditions, such as rapid burial in sediment and the right chemical environment. Most organisms decompose completely before they can become fossils, leaving gaps in the fossil record.",claude-4.6-sonnet-thinking,7.57
MS-LS4-059,MS-LS4,MS-LS4-1,conceptual,Why do scientists find fossils of sea creatures on dry land or even on mountain tops?,"Over millions of years, Earth's tectonic plates move and geological forces can lift former ocean floors up to form mountains or dry land. These movements carry the fossils of marine organisms far from where they originally formed.",claude-4.6-sonnet-thinking,6.88
MS-LS4-060,MS-LS4,MS-LS4-1,conceptual,How do scientists use index fossils to determine the age of a rock layer?,"Index fossils come from organisms that lived during a specific, well-defined time period and are found in many locations around the world. When scientists find an index fossil in a rock layer, they can estimate when that layer was formed based on the known age range of that organism.",claude-4.6-sonnet-thinking,7.57
MS-LS4-061,MS-LS4,MS-LS4-1,conceptual,Why might a species that was very successful for millions of years still go extinct?,"Even well-adapted species can go extinct if the environment changes faster than the species can adapt, such as during rapid climate shifts, asteroid impacts, or volcanic eruptions. Success in one environment does not guarantee survival when conditions change drastically.",claude-4.6-sonnet-thinking,6.78
MS-LS4-062,MS-LS4,MS-LS4-1,conceptual,How do fossils of ancient whales with small leg bones help explain how modern whales are related to land animals?,These fossils show that whale ancestors had limbs suited for land and gradually evolved body features suited for aquatic life over millions of years. The presence of vestigial leg bones in fossil whales is evidence that whales share a common ancestor with four-limbed land mammals.,claude-4.6-sonnet-thinking,8.73
MS-LS4-063,MS-LS4,MS-LS4-2,conceptual,"Why do animals as different as bats, horses, and humans all have the same basic set of bones in their front limbs?","They all inherited that basic limb structure from a distant common ancestor that lived millions of years ago. Over time, natural selection shaped those same bones into different forms suited for flying, running, or grasping, but the underlying bone pattern remained.",claude-4.6-sonnet-thinking,8.54
MS-ESS1-083,MS-ESS1,MS-ESS1-1,recall,During which lunar phase can a solar eclipse happen?,"A solar eclipse can only happen during a new moon, when the Moon is positioned between Earth and the Sun.",claude-4.6-sonnet-thinking,6.28
MS-ESS1-084,MS-ESS1,MS-ESS1-4,recall,"What are the four main divisions of the geologic time scale, from longest to shortest?","The four main divisions of the geologic time scale are eons, eras, periods, and epochs, with eons being the longest and epochs being the shortest.",claude-4.6-sonnet-thinking,7.57
MS-ESS1-085,MS-ESS1,MS-ESS1-4,recall,"What are index fossils, and why are they useful for the geologic time scale?","Index fossils are the remains of organisms that lived for a short, well-defined time period and are found in many places around the world. Scientists use them to identify and match the ages of rock layers in different locations.",claude-4.6-sonnet-thinking,6.73
MS-ESS1-086,MS-ESS1,MS-ESS1-3,applied,"If you could drive a car at highway speed (60 mph) from Earth to the Moon, about how long would that trip take?","The Moon is about 239,000 miles from Earth, so at 60 mph it would take roughly 239,000 ÷ 60 ≈ 4,000 hours, or about 166 days. This helps show how large the scale of distances in the solar system really is.",claude-4.6-sonnet-thinking,7.23
MS-ESS1-087,MS-ESS1,MS-ESS1-4,applied,"Imagine two rock layers: one that was formed during the time when the first fish appeared, and one formed when the first land plants appeared. If fish appeared before land plants, which layer would you expect to find deeper in the ground?","The layer with the first fish fossils would be found deeper because it formed earlier in Earth's history. Rock layers stack up over time, so older events are recorded in deeper layers, and the geologic time scale helps scientists put these events in order.",claude-4.6-sonnet-thinking,7.49
MS-ESS2-083,MS-ESS2,MS-ESS2-2,recall,What is uplift in geology?,"Uplift is the process by which tectonic forces push sections of Earth's crust upward, often forming mountains or elevated landforms over very long periods of time.",claude-4.6-sonnet-thinking,7.6
MS-ESS2-084,MS-ESS2,MS-ESS2-6,applied,"A sailor in the 1600s wanted to travel west from Europe to the Americas as quickly as possible. Why would sailing south toward the equator first, before heading west, help the ship move faster?","Near the equator, warm air rises and cool air flows in from the north and south, creating steady winds that blow toward the west called trade winds. By sailing into that zone first, the sailor could use those reliable westward winds to push the ship across the Atlantic more quickly.",claude-4.6-sonnet-thinking,8.74
MS-ESS3-076,MS-ESS3,MS-ESS3-1,recall,What geoscience process forms coal deposits?,"Coal forms through the burial and compression of ancient plant material in swampy environments over millions of years, a process called coalification.",claude-4.6-sonnet-thinking,6.42
MS-ESS3-077,MS-ESS3,MS-ESS3-2,conceptual,Why do early warning systems help reduce the damage caused by tsunamis?,"Tsunamis travel at high speeds across the ocean but take time to reach coastal areas after an underwater earthquake triggers them. Early warning systems detect the earthquake and ocean wave changes quickly, giving people enough time to evacuate to higher ground before the wave arrives.",claude-4.6-sonnet-thinking,5.81
MS-ESS3-078,MS-ESS3,MS-ESS3-3,conceptual,How does planting trees along the edges of farm fields help reduce water pollution in nearby streams?,"Tree roots and plants absorb water and trap soil before it runs off the land, preventing fertilizers and pesticides from washing into streams. This natural barrier, called a riparian buffer, filters out pollutants and slows down runoff.",claude-4.6-sonnet-thinking,8.39
MS-ESS3-079,MS-ESS3,MS-ESS3-1,applied,"A coal mining company finds huge coal deposits in one state but almost none in the neighboring state. Using what you know about how coal forms, why might the coal only be in one place?","Coal forms from ancient plant material that was buried in swampy environments, then compressed and heated over millions of years. The state with coal deposits was likely covered by vast ancient swamps or forests long ago, while the neighboring state had different geological conditions at that time, such as being covered by a shallow sea, so the right materials were never buried there to form coal.",claude-4.6-sonnet-thinking,6.74
MS-ESS3-080,MS-ESS3,MS-ESS3-4,applied,A small town doubles in population over 20 years and builds many new houses and roads. How would this growth most likely affect a nearby river?,"More people and development means more land is paved over, so rainwater runs off into the river faster and carries more pollution, raising sediment levels and lowering water quality in the river.",claude-4.6-sonnet-thinking,6.27
MS-ETS1-074,MS-ETS1,MS-ETS1-2,recall,What does it mean when an engineer says a design solution meets the 'constraints' of a problem?,"It means the design stays within all the given limits, such as not costing more than the allowed budget or not using materials that are unavailable.",claude-4.6-sonnet-thinking,7.7
MS-ETS1-075,MS-ETS1,MS-ETS1-3,recall,What does it mean to analyze data in an engineering test?,"Analyzing data means carefully examining the results from tests to look for patterns, trends, or information that helps you understand how well a design worked.",claude-4.6-sonnet-thinking,6.94
MS-ETS1-076,MS-ETS1,MS-ETS1-3,recall,What kind of data might engineers collect when testing different bridge designs?,"Engineers might collect data such as how much weight each bridge held before breaking, how much material was used, and the cost of building each design.",claude-4.6-sonnet-thinking,8.76
MS-ETS1-077,MS-ETS1,MS-ETS1-1,conceptual,Why might a design that works perfectly in a lab not work as a solution in the real world?,"Real-world conditions introduce constraints like limited budgets, weather, human error, and environmental regulations that don't exist in a controlled lab. A solution must meet criteria and stay within these real-world constraints to be successful.",claude-4.6-sonnet-thinking,6.73
MS-ETS1-078,MS-ETS1,MS-ETS1-1,conceptual,How does a trade-off happen when criteria and constraints conflict with each other?,When fully satisfying one criterion makes it harder to meet another—like making a product stronger but heavier—engineers must give up some of one quality to gain another. This balancing act is called a trade-off.,claude-4.6-sonnet-thinking,8.54
MS-ETS1-079,MS-ETS1,MS-ETS1-3,conceptual,How can two design solutions that both fail their tests still be useful for improving a design?,"Even failing designs usually have some features that work well. By identifying what each design did right, engineers can combine those successful features into a new, improved solution.",claude-4.6-sonnet-thinking,7.7
MS-ETS1-080,MS-ETS1,MS-ETS1-4,conceptual,Why do engineers build and test a model instead of jumping straight to the final product?,"Testing a model lets engineers find problems and collect data cheaply and safely before spending money and resources on the real thing. If the model fails, they can fix it without wasting materials or risking harm.",claude-4.6-sonnet-thinking,7.61
MS-ETS1-081,MS-ETS1,MS-ETS1-4,conceptual,How does collecting data from a model test help engineers make a better design?,"Data from tests shows exactly where the design is not meeting the goals, such as being too weak or too slow. Engineers use that evidence to make specific changes rather than just guessing what to fix.",claude-4.6-sonnet-thinking,8.41
MS-PS1-073,MS-PS1,MS-PS1-3,recall,What natural resource is rayon fabric made from?,"Rayon is made from cellulose, which comes from wood pulp or cotton plant fibers — a natural resource.",claude-4.6-sonnet-thinking,6.71
MS-PS1-074,MS-PS1,MS-PS1-1,conceptual,Why do atoms bond together to form molecules instead of just floating around on their own?,"Atoms bond together because sharing or transferring electrons between atoms results in a more stable, lower-energy arrangement. Forming bonds allows atoms to fill their outer electron shells, making the combined molecule more stable than the separate atoms.",claude-4.6-sonnet-thinking,8.35
MS-PS1-075,MS-PS1,MS-PS1-1,conceptual,How does the model of a water molecule show that it is made of more than one type of atom?,"A model of water (H₂O) shows two hydrogen atoms connected to one oxygen atom, using different colors or symbols to represent each element. This illustrates that water is not a pure element but a compound made of two different types of atoms bonded together.",claude-4.6-sonnet-thinking,6.96
MS-PS1-076,MS-PS1,MS-PS1-1,conceptual,How can changing just one atom in a molecule completely change what the substance is?,"Each unique combination of atoms creates a substance with its own specific properties. For example, water (H₂O) and hydrogen peroxide (H₂O₂) differ by just one oxygen atom, yet hydrogen peroxide is a reactive chemical used as a disinfectant while water is safe to drink.",claude-4.6-sonnet-thinking,7.57
MS-PS1-077,MS-PS1,MS-PS1-4,conceptual,Why do particles in a liquid move more freely than particles in a solid?,"Particles in a liquid have more thermal energy than particles in a solid, so they move fast enough to break free from fixed positions. They can slide past each other instead of being locked in place, which is why liquids can flow.",claude-4.6-sonnet-thinking,7.57
MS-PS1-078,MS-PS1,MS-PS1-1,applied,"When you breathe out, you release carbon dioxide. If you were drawing a model of one carbon dioxide molecule, how many oxygen atoms would you need to include, and how would you arrange them?","You would need 2 oxygen atoms, one bonded to each side of 1 carbon atom, giving a linear arrangement (O-C-O). This reflects the chemical formula CO₂, where the prefix 'di' means two.",claude-4.6-sonnet-thinking,8.74
MS-PS1-079,MS-PS1,MS-PS1-4,applied,"If you leave a stick of butter on a warm countertop, what happens to the butter and why?",The butter melts from solid to liquid because the thermal energy from the warm air increases the motion of the butter's particles until they can no longer stay in their fixed positions and begin to flow freely.,claude-4.6-sonnet-thinking,6.51
MS-PS1-080,MS-PS1,MS-PS1-4,applied,"When you put a pot of water on a hot stove, why does steam eventually rise from the water?","As thermal energy is added, the water particles move faster and faster until they have enough energy to escape the liquid and become water vapor (steam), changing state from liquid to gas.",claude-4.6-sonnet-thinking,7.35
MS-PS2-086,MS-PS2,MS-PS2-3,recall,How does the distance between two magnets affect the magnetic force between them?,"As the distance between two magnets increases, the magnetic force between them decreases. The closer the magnets are, the stronger the force.",claude-4.6-sonnet-thinking,7.63
MS-PS2-087,MS-PS2,MS-PS2-5,recall,What are two examples of forces that can act between objects that are not touching each other?,"Gravity and magnetism are two examples of forces that can act between objects without contact; for instance, Earth pulls a falling ball downward and a magnet can attract a paper clip from a distance.",claude-4.6-sonnet-thinking,7.7
MS-PS2-088,MS-PS2,MS-PS2-1,applied,"If you're standing on a skateboard and you throw a heavy ball forward, what happens to you and the skateboard, and why?","You and the skateboard roll backward. When you push the ball forward, the ball pushes back on you with an equal and opposite force (Newton's Third Law), causing you to move in the opposite direction. The harder you throw the ball, the faster you roll backward.",claude-4.6-sonnet-thinking,8.01
MS-PS2-089,MS-PS2,MS-PS2-2,applied,"Two kids are pushing a stalled car from behind, and a third kid joins and also pushes in the same direction. What happens to how quickly the car speeds up?","The car speeds up faster because the total force on it increases. A greater net force on the same mass produces a greater acceleration, so adding another person pushing in the same direction increases the car's rate of change in motion.",claude-4.6-sonnet-thinking,5.21
MS-PS4-079,MS-PS4,MS-PS4-2,recall,"What happens to most of the light energy that hits a dark-colored, rough surface?","Most of the light energy is absorbed by the dark-colored, rough surface, which is why such surfaces tend to get warmer.",claude-4.6-sonnet-thinking,6.73
MS-PS4-080,MS-PS4,MS-PS4-2,recall,What type of wave behavior allows you to see your reflection in a still pond?,"Reflection allows you to see your image in a still pond, because the water surface bounces light waves back to your eyes.",claude-4.6-sonnet-thinking,5.99
MS-PS4-081,MS-PS4,MS-PS4-3,recall,What does 'bandwidth' mean when talking about signals?,"Bandwidth refers to the amount of data or information that can be transmitted through a signal or communication channel in a given amount of time, usually measured in bits per second.",claude-4.6-sonnet-thinking,5.23
MS-LS1-085,MS-LS1,MS-LS1-3,recall,What is a subsystem in the context of the human body?,"A subsystem is a smaller, organized part within a larger system; in the human body, organ systems like the respiratory or nervous system are subsystems that interact to keep the whole body functioning.",claude-4.6-sonnet-thinking,5.86
MS-LS1-086,MS-LS1,MS-LS1-1,conceptual,Why do larger organisms need more cells instead of just having bigger cells?,"Cells need to exchange materials like oxygen and nutrients through their outer surface. If a cell got too large, its volume would grow faster than its surface area, making it impossible to move enough materials in and out to keep the cell alive. Having more smaller cells solves this problem.",claude-4.6-sonnet-thinking,7.63
MS-LS1-087,MS-LS1,MS-LS1-1,conceptual,How do scientists know that something is alive if they can't always see its cells?,"Scientists use microscopes to see cells that are too small for the naked eye. Because the cell theory states that all living things are made of cells, finding cells in a sample is strong evidence that the material came from a living thing.",claude-4.6-sonnet-thinking,5.99
MS-LS1-088,MS-LS1,MS-LS1-4,conceptual,How does a male bird doing a colorful dance or display help it reproduce?,"The display signals to females that the male is healthy and strong, making him an attractive mate. Females are more likely to choose males with impressive displays, increasing the chances that the male will mate and pass on his genes to offspring.",claude-4.6-sonnet-thinking,6.73
MS-LS2-080,MS-LS2,MS-LS2-3,recall,What role do plants play in the oxygen and carbon dioxide cycle?,"Plants absorb carbon dioxide from the air during photosynthesis and release oxygen as a byproduct, helping cycle these gases through the ecosystem.",claude-4.6-sonnet-thinking,6.79
